scenario,policy,frequency_days,capacity_rate,spot_radius_m,use_sections,selected_sections,section_treatment_cost,baseline_cost,policy_cost,cost_saving,cost_saving_pct,expected_events,event_reduction_pct,expected_spot_interventions,used_capacity,expected_spot_intervention_rate,expected_prevented_by_spot
authority_low_cost_spot,risk,7,0.2,200.0,True,2971,1197770.0,7665608.000000001,6340540.938282297,1325067.061717704,0.1728587036693898,31327.67725515866,0.3653225839716641,8994.901508595065,9480,0.1822305816165937,581.9227448413587
authority_low_cost_spot,fifo,7,0.35,200.0,False,0,0.0,7665608.000000001,7826950.108889244,-161342.10888924263,-0.021047529287858524,47209.712587804264,0.04356335924221506,16049.311212034974,16608,0.3251481201789906,2150.2874121956106
authority_low_cost_spot,risk,7,0.35,200.0,False,0,0.0,7665608.000000001,7763927.802096869,-98319.80209686793,-0.012826093128799166,47001.067742704414,0.04779036177665288,15057.09597067462,16608,0.3050465148029704,2358.9322572954175
authority_low_cost_spot,risk,7,0.35,200.0,True,2971,1197770.0,7665608.000000001,6477165.508514404,1188442.4914855966,0.155035646420427,31138.306629537543,0.369159103939677,14375.129259421892,15106,0.29123033345668337,771.2933704624828
authority_low_cost_spot,fifo,14,0.0,200.0,False,0,0.0,7665608.000000001,7665608.000000001,0.0,0.0,49360.0,0.0,0.0,0,0.0,0.0
authority_low_cost_spot,risk,14,0.0,200.0,False,0,0.0,7665608.000000001,7665608.000000001,0.0,0.0,49360.0,0.0,0.0,0,0.0,0.0
authority_low_cost_spot,risk,14,0.0,200.0,True,2971,1197770.0,7665608.000000001,6153330.880000001,1512277.12,0.19728077929369725,31909.600000000006,0.35353322528363035,0.0,0,0.0,0.0
authority_low_cost_spot,fifo,14,0.05,200.0,False,0,0.0,7665608.000000001,7665491.596888458,116.40311154257506,1.5185111414851248e-05,48906.18671531524,0.009193948231052641,2280.0,2280,0.046191247974068074,453.8132846847667
authority_low_cost_spot,risk,14,0.05,200.0,False,0,0.0,7665608.000000001,7654097.501971985,11510.498028015718,0.001501576656152482,48869.78925509935,0.009931335998797624,2093.947850131392,2280,0.042421958065870985,490.21074490066275
authority_low_cost_spot,risk,14,0.05,200.0,True,2971,1197770.0,7665608.000000001,6195818.389379128,1469789.610620873,0.19173816488149054,31747.292654211255,0.3568214616245694,2193.5787485384553,2280,0.044440412247537586,162.30734578874936
authority_low_cost_spot,fifo,14,0.1,200.0,False,0,0.0,7665608.000000001,7693349.994600992,-27741.994600990787,-0.0036190207744761778,48635.13918518021,0.014685186685976279,4546.755642984628,4560,0.0921141742906124,724.8608148198059
